,Title,Topic,Date,File Link,download_loc
847,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
848,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
849,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
850,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
851,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
852,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
853,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
854,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
855,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
856,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
857,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
858,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
859,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
860,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
861,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
862,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
863,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
864,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
865,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
866,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
867,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
868,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
869,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
870,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
871,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
872,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
873,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
874,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
875,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
876,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
877,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
